song_name,genre,length,tempo,sample_rate,zero_crossing_rate_mean,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var
Saweetie - Is It The Way (Official Music Video).wav,Hip-hop,7778304,156.25,48000,0.07584609704,0.4672914,0.092869684,0.20043018,0.015683709,3710.479772,3079852.546,3980.552624,816723.3695,7836.156042,-134.19795,8813.855,122.82547,1449.6855,-9.781404,866.1254,28.468906,778.3124,-18.234035,628.90924,27.73544,341.10623,-18.024044,345.6739,10.070813,199.33415,-2.40171,150.92928,-0.39835224,198.01547,-1.4126122,142.92146,-0.38373578,124.496124,-1.1086102,99.37349,-0.16338359,102.78865,-0.88653886,85.77633
Shontelle - T-Shirt.wav,Hip-hop,10166784,86.53846154,48000,0.1157783031,0.44027328,0.09096976,0.21415426,0.011794259,5197.96879,3318655.29,4737.892282,417359.2006,10720.13168,-92.462776,6765.878,84.66893,1214.4705,-14.000932,479.91388,40.36763,409.20612,-23.35301,221.39554,30.786058,229.18541,-15.943745,203.65784,20.98561,126.59069,-5.568709,99.74142,6.6124744,184.28436,-3.1507273,128.18243,12.510658,117.52679,-7.437769,111.08314,5.382706,88.65277,-4.8232007,72.578926
Aaliyah -Try Again (Original Video).wav,Hip-hop,10414592,93.75,48000,0.05284374078,0.49823758,0.10105926,0.046566684,0.00044824526,2813.174076,1710424.742,3072.939176,395121.9452,5761.995656,-288.9701,4953.0938,140.33301,1101.0671,-34.383163,734.3503,49.41844,1076.8662,-8.8223295,439.19348,23.386501,240.8626,-0.23416002,189.9533,4.203463,153.00148,8.693543,135.41449,-4.029481,111.23783,4.766281,106.92858,1.397537,74.2929,0.927884,66.72585,0.6805996,70.12219,1.7548515,80.814575
Jennifer Lopez - All I Have (Official HD Video) ft. LL Cool J.wav,Hip-hop,12352512,82.72058824,48000,0.09813930964,0.47091043,0.0910973,0.13409555,0.006419668,4251.36047,1827658.517,4054.850132,322807.237,8806.755981,-152.97932,3866.023,99.819,913.40027,-20.8625,538.92786,64.05588,545.90436,-17.20523,362.13412,22.203775,256.37085,-16.04663,269.85553,13.207998,202.56139,2.4793828,162.99588,-0.7494793,196.97583,3.3724456,119.51517,3.104687,115.27427,-5.278859,114.074875,-5.146998,116.272736,-1.9650389,86.8802
Usher - You Make Me Wanna... (Official HD Video).wav,Hip-hop,9366016,165.4411765,48000,0.09608749334,0.4770395,0.0948697,0.13256763,0.007389614,4617.530057,3974826.923,4589.491059,749079.6694,9785.152407,-167.3637,8116.237,95.21137,1722.3235,-3.528357,673.16907,44.326424,519.2616,-9.296648,336.7944,29.061,202.89705,-12.478653,183.03474,12.262054,227.4788,-6.5978427,179.25919,7.2208505,169.66866,-11.2876625,123.9857,3.1006057,135.67607,-1.9937947,102.85627,-0.6497681,84.929985,-2.9011943,65.27588
"TOESUP, Smiley - Two Feet (Official Visualizer).wav",Hip-hop,8096256,110.2941177,48000,0.0471277094,0.4724777,0.09016924,0.24484341,0.012350376,2856.314163,2242640.55,3499.401988,1731099.606,6299.156404,-114.23384,5559.7446,144.73372,1807.4495,-16.810606,688.0172,30.431053,553.67126,-6.7269874,280.16953,15.10504,305.20135,-6.182224,228.02005,11.167327,131.34967,-0.5829415,125.82141,8.39722,96.581726,-5.0759993,86.19248,5.079043,69.79192,1.9216439,63.348763,5.7544866,64.53144,1.8022732,67.68385
TOESUP x @IOVA - Mondays ｜ Official Visualizer.wav,Hip-hop,9198080,75,48000,0.06539179916,0.4407782,0.08897233,0.19952632,0.01539323,3381.052504,1962356.016,3799.549646,981525.5756,7216.577928,-120.45288,7702.7256,120.84354,1007.93365,-15.655794,640.9338,38.911015,653.60706,-12.651957,306.50272,15.241877,295.41815,-8.2039995,235.94626,10.543051,210.1701,-8.092,158.72389,1.9509727,139.2837,-4.6707053,105.58356,0.7293239,134.60138,-3.390935,86.906784,0.9701448,114.97551,-3.3075411,100.42254
Busta Rhymes - Break Ya Neck (Official Video).wav,Hip-hop,16878080,165.4411765,48000,0.06477478481,0.49885562,0.09375154,0.07613216,0.0036525752,3080.690933,2857577.766,3390.116021,938159.1031,6241.84932,-253.89667,9953.456,125.95092,2046.7478,-16.627882,986.92084,28.718372,731.8636,-11.096893,604.12366,12.015162,342.99692,-2.8565288,208.6875,8.201759,165.73557,0.5493649,134.11032,2.6907616,111.41831,3.3523839,90.062294,-3.0286155,113.93666,1.9169686,97.68678,-0.012298241,87.08579,3.5736065,73.67609
K-Ci & JoJo - Tell Me It's Real.wav,Hip-hop,11930112,133.9285714,48000,0.05039365934,0.49975944,0.0804069,0.12738772,0.0044169375,3035.042879,1451061.338,3833.768547,517168.6612,6812.145283,-177.76456,6010.356,132.75577,704.5886,-7.2442293,541.4963,55.136726,412.44894,-6.4974976,300.36392,23.925001,184.22762,-6.794488,138.17345,10.56918,131.40338,-7.0977054,106.5631,5.846302,93.59658,-3.544447,72.12602,5.958486,99.78133,-0.24572118,89.1319,-1.3424474,62.239384,0.4429552,72.92819
112 - Cupid (Official Music Video).wav,Hip-hop,12188672,175.78125,48000,0.07210498404,0.45031413,0.09632857,0.06663166,0.0031324187,3724.367374,1931586.456,4130.881577,423213.5299,8051.242479,-236.86308,6468.0205,113.35288,951.3956,-4.8037796,737.6869,43.58583,465.02814,-12.230147,375.91833,22.750183,150.02315,-5.719039,164.1197,5.065782,102.74476,-0.7812749,94.67236,-3.4081085,91.703804,-3.1001782,78.417465,3.25483,75.38977,-3.7178144,77.56979,-1.6899413,65.22715,-4.206487,68.36629
MIRA - Love Again (Lyric Video).wav,Hip-hop,7923712,152.027027,48000,0.04362993001,0.4567163,0.08773374,0.2870825,0.01891511,2687.131939,2181199.066,3350.737235,976277.1382,6055.135746,-133.115,7659.18,146.04285,1531.4935,-10.052633,639.0964,45.337692,669.1681,-13.28524,406.0505,26.308037,330.29456,-17.334871,314.20636,9.992846,198.44966,-3.5382433,156.02672,-2.5093882,208.94214,5.7446,178.56384,-2.1861644,169.36462,-3.4016583,121.94323,-1.5295011,115.64535,-1.1580569,97.207726
MIRA - Duro ｜ Lyric Video.wav,Hip-hop,7902208,85.22727273,48000,0.04385584384,0.44743463,0.093145154,0.29126406,0.017452287,2664.826868,2104901.676,3383.376027,1074858.989,5801.015853,-131.90715,6890.45,141.31575,1186.211,-12.236309,994.58276,38.194664,848.79266,-11.147987,372.91205,19.295538,472.3283,-9.894659,235.38213,13.934341,265.2916,-0.5804443,191.61053,-0.34465194,173.42665,3.6565619,210.37885,1.3014023,170.89851,-2.277576,121.349724,0.86612684,104.27862,-1.1884646,110.47294
YoungBloodZ - Damn! (Video) ft. Lil' Jon.wav,Hip-hop,11945472,83.95522388,48000,0.05142082289,0.52661896,0.08877347,0.17561218,0.0066790907,3485.900098,1793096.515,3967.764155,389095.5874,7288.140349,-156.05681,5302.7354,111.7034,1228.4604,-21.820503,700.1781,36.689045,731.64355,-16.595858,428.9868,23.657536,358.0701,-8.045808,281.59213,7.3154984,196.91966,5.9530783,165.16797,11.569196,161.36256,-4.1160445,127.65282,7.431004,119.350494,0.9165801,146.32915,6.2658043,133.81395,3.3538768,154.99715
"TOESUP, Smiley - Two Feet (DJ Dark Remix).wav",Hip-hop,7193959,112.5,48000,0.05345902027,0.46800077,0.08316261,0.30761597,0.015924409,3081.823409,1697774.293,3766.859764,1155918.872,6729.132935,-70.43746,6957.6577,142.35402,1417.488,-21.22824,454.4826,33.947388,442.70554,-16.901335,230.24591,16.878908,231.90685,-11.415747,150.19313,10.125331,99.47991,-6.0045915,107.15667,9.2678,90.55193,-7.408963,76.7745,4.8869305,75.51334,-0.7574935,71.1264,6.9187202,63.340782,-0.6938281,66.78861
Alibi.wav,Hip-hop,9787904,127.8409091,48000,0.04379344137,0.5282166,0.078031085,0.30723813,0.021653164,2784.422977,1703927.113,3520.269289,1194130.887,6245.310375,-109.59895,6444.9395,141.4133,1101.8307,-14.668491,627.1216,36.39513,604.57404,-8.204146,296.57455,19.47656,378.73544,-11.350571,225.96835,14.92589,258.5704,-0.37592047,126.05809,2.7698333,161.78154,6.151383,159.68808,6.546573,112.62982,0.56183475,78.22315,6.061447,78.25297,3.945566,73.29898
Musiq - Halfcrazy (Official Music Video).wav,Hip-hop,11904000,102.2727273,48000,0.05114045699,0.45154744,0.088330984,0.2184028,0.013167028,3184.291801,2252726.142,3980.157177,842708.661,7254.291818,-130.32489,8760.027,124.16943,997.2476,5.7356067,766.9202,47.373688,358.31662,-11.910703,352.2591,22.299124,172.13138,-9.815466,173.05151,7.4279714,167.31993,-2.706981,123.67614,2.729801,103.324875,-7.3368244,83.855736,0.77109426,73.47493,-2.66232,86.961426,-4.2306533,73.152954,-2.8188472,73.45945
Amanda Reifer and Sean Paul - Sweat (Part ll) [Official Visual].wav,Hip-hop,10973184,85.22727273,48000,0.07292268133,0.36335382,0.10180263,0.24824215,0.015774429,3297.339825,2596692.489,3404.274426,939151.5732,6471.831551,-114.730354,4906.6914,128.81963,1223.1498,-44.187122,679.83734,24.931957,456.49838,-10.070697,425.65958,23.234898,372.88205,-14.174862,265.88568,12.786938,231.57597,-3.741496,162.05333,1.7218155,233.95703,4.4936137,151.89406,6.2167425,127.12523,-4.871528,140.40134,-3.8821714,119.10423,2.0687718,93.066635
Dax - ＂Lonely Dirt Road＂ (Official Music Video).wav,Hip-hop,11849467,140.625,48000,0.04341891496,0.42050025,0.09294775,0.13691923,0.007056108,2378.621238,2716781.278,2963.45616,1586487.3,4739.132578,-205.90866,7327.819,140.62393,1290.7722,7.001088,1681.0184,32.794395,512.4,-0.06976262,434.8093,18.41406,301.09036,-6.0282106,189.55766,1.3122057,143.90295,-7.8168917,143.35535,2.2080436,122.46451,-0.61918926,110.25262,-3.0597093,127.36638,-0.18934546,92.08115,-3.964321,79.05878,1.5690523,89.43564
CHOW LEE - addys! [OFFICIAL VIDEO].wav,Hip-hop,7789784,77.05479452,48000,0.0516883395,0.5994011,0.06864568,0.19169554,0.0055412217,3073.497729,3168921.443,3334.536323,1405360.045,6693.625226,-159.26834,5289.1704,139.67786,1981.9484,-17.703299,468.43076,52.326954,893.5868,1.56033,1225.1123,31.968071,402.68637,-14.934618,145.68222,12.901559,181.1716,4.245942,115.27571,1.10161,159.04599,1.7982428,110.75874,7.7669177,84.93892,-0.494733,95.490585,1.4566369,82.34833,8.235552,72.93514
Aaliyah - Are You That Somebody (Original Video).wav,Hip-hop,12635833,137.195122,48000,0.03847684597,0.5182487,0.09980446,0.03239062,0.0005494558,2060.653081,1501358.792,2712.358446,730035.0123,3891.131166,-374.0057,7011.425,151.84198,1751.7311,-9.033242,990.6453,11.625896,603.5183,-1.5654042,382.34766,15.469597,348.76422,0.27333188,293.089,4.3504057,188.28677,5.090864,149.87604,-2.8424053,180.16467,4.9980407,124.49149,-0.5438022,105.43902,-1.8496684,107.52103,0.21167281,77.7704,0.15700774,79.79497
Gucci Mane & Sexyy Red - You Don't Love Me [Official Music Video].wav,Hip-hop,7616000,130.8139535,48000,0.02344550945,0.6290208,0.06640928,0.29820666,0.029606044,2384.405282,1264283.898,3294.379206,585730.1996,5514.940172,-178.37296,5137.662,118.38787,1078.1772,-8.087191,989.7838,53.49866,698.7713,-4.9277663,464.79935,30.997883,387.16187,15.146265,228.39325,8.220367,176.66225,7.470909,147.98677,14.4131155,112.373085,8.5014515,106.98582,3.4746032,136.35779,7.3132806,89.52892,5.1019135,111.59892,11.012736,85.01845
NOVUL - NIGHTMARE (Official Music Video).wav,Hip-hop,6864384,133.9285714,48000,0.04569674424,0.5444573,0.09303811,0.40719336,0.030955663,2971.373104,1683608.463,3581.914824,861479.1777,6270.941905,-75.49362,7285.207,134.51865,1280.5375,-30.10255,625.5989,36.098053,822.5152,-1.4597281,279.5632,27.753447,256.70502,-9.030133,220.89595,12.274614,268.65897,0.50775963,128.16878,7.035316,113.004944,2.5245993,108.069214,3.7460413,125.86336,4.956837,76.75528,4.084758,82.41242,0.35428905,72.7628
"Future, Metro Boomin, The Weeknd - We Still Don't Trust You (Official Music Video).wav",Hip-hop,12632576,110.2941177,48000,0.03545357653,0.44514343,0.086696304,0.16292135,0.007622558,1963.272025,1126651.397,2755.402703,911204.1008,4081.676626,-178.77435,5396.8467,161.48875,1066.1554,2.9246638,1153.1836,36.114834,480.2063,-1.5372936,318.68918,8.518698,206.9892,-2.5539522,138.90004,3.6469464,127.021614,-0.55597717,104.82691,-1.6837484,120.40505,-1.1800326,76.45708,2.2512238,86.11704,4.282699,86.65746,1.7397546,73.02198,4.713627,72.92585
Quando Rondo - Life Goes On [Official Music Video].wav,Hip-hop,6597632,110.2941177,48000,0.04546419079,0.49364316,0.08858089,0.26135078,0.028529868,3010.971547,1981456.172,3768.75957,857157.8047,6766.71561,-145.83879,8028.0835,124.56123,827.63837,0.90657204,972.6557,44.226448,562.8206,-13.163588,435.43036,28.356798,276.62906,-9.82734,268.45227,13.178806,169.27182,2.1918232,177.00632,3.187872,140.63144,-1.07736,149.07176,8.708354,107.19595,6.696134,101.7332,2.6930404,78.29902,5.634387,103.42543
Don Toliver - NEW DROP [Official Music Video].wav,Hip-hop,10442752,119.6808511,48000,0.02382992529,0.5758002,0.08024902,0.20036344,0.011617577,1663.570142,1539947.165,2428.504931,945779.925,3364.334369,-207.0696,4728.1665,163.36061,1115.1022,0.06037078,887.27704,33.892643,432.95908,8.062571,467.37958,12.034523,292.395,8.102875,163.543,8.845106,108.43557,8.69699,103.230156,0.7887647,97.53085,-0.99270564,92.48696,6.504644,90.79269,5.7247205,97.18357,2.4122093,72.52688,0.60331494,68.13504
Benjamin Elgar - Better Tho (Official Music Video).wav,Hip-hop,9566208,72.11538462,48000,0.03104960712,0.48956144,0.08906166,0.2721043,0.03074926,2196.821309,1669667.127,3274.523283,1177171.089,4723.467186,-157.01337,9143.634,144.97223,1174.0647,11.201949,646.83813,30.84508,605.8499,-2.4361837,266.6816,21.227541,289.92252,-3.691153,152.20868,13.564175,179.07083,0.45466974,89.232574,1.4650959,111.14672,0.072117716,97.750145,6.8570914,96.043365,4.37143,76.292305,-2.1782997,85.077065,0.11551584,64.67115
Jesse Powell - You (Official Music Video) ft. Gerald Albright.wav,Hip-hop,11309056,112.5,48000,0.04660654258,0.379775,0.10474337,0.11626507,0.0036466084,2849.109836,1968574.47,3640.713472,818088.2467,6171.81452,-214.11046,5487.0625,133.9624,811.75806,-6.411589,698.3225,41.30247,286.4104,-5.3642855,320.80072,16.725883,240.10866,-12.234531,212.31226,6.55222,231.90579,-1.8530223,168.24982,2.3687656,139.29121,-1.8228954,119.35755,5.252446,115.051315,0.22902146,95.91668,-0.9600856,96.198265,-2.9847732,85.06684
Larry June - A Little While (Official Video).wav,Hip-hop,7862784,175.78125,48000,0.03780823688,0.5215946,0.085314736,0.30536312,0.025714163,2164.433055,1324478.263,2900.3295,716565.6521,4600.423537,-134.11626,3700.6758,158.84773,1304.4097,-4.070708,773.771,42.76565,922.3302,-13.352784,492.8475,17.373447,313.6314,-0.47935906,178.4246,3.8516512,130.75041,-2.4890022,133.39673,4.017046,118.13136,5.444514,104.81299,-4.5609174,122.35081,1.6376534,131.00948,-1.8423336,112.778076,1.7958977,79.91771
Yelawolf – ＂Barn Fire＂ (Official Music Video).wav,Hip-hop,13445632,187.5,48000,0.05082751038,0.59414446,0.07577869,0.24838093,0.017659971,3144.638784,1818418.858,3841.20116,884939.5411,6972.320689,-108.38414,4434.129,136.18828,1053.5812,-17.262413,602.9642,34.474655,526.4439,-8.220614,335.7415,24.590372,290.99088,-11.120576,244.04883,12.194344,158.27179,0.010184277,122.75168,7.1771226,150.1802,-1.8301083,123.58136,3.8869371,98.88873,0.47134376,91.543884,2.471739,59.7242,2.5164075,69.22986
Fantomel - Shake ｜ Official Lyric Video.wav,Hip-hop,8583680,117.1875,48000,0.05061139278,0.53813833,0.0850256,0.22539133,0.009949221,3679.898387,2813056.146,4363.257727,892741.4795,8344.95221,-132.69366,6796.3315,113.47547,1379.9485,-3.3088493,494.71555,41.722546,636.15076,-6.4630847,304.62677,27.48979,169.77596,-17.460953,201.0697,11.839724,194.21077,-7.2442384,144.46135,10.763167,144.0768,-2.6151612,128.3003,5.04036,162.54626,-5.2486773,107.18303,3.7587883,89.009315,-5.424859,76.19354
"MIRA - Ring, Ring ｜ Official Video.wav",Hip-hop,7010614,102.2727273,48000,0.0497947826,0.45407748,0.10066017,0.34142637,0.02107889,3035.069269,2723566.933,3729.394997,1342928.126,6585.696159,-95.14172,6486.693,136.10722,1613.2316,-10.031165,614.18207,32.282368,647.9345,-11.706618,415.5112,15.219076,240.07048,-11.994408,245.57042,12.302709,172.35654,-5.6542115,201.02478,6.019339,154.21748,-0.29997486,166.71657,4.8876724,107.28604,-3.8753474,131.24315,2.3826253,104.21447,-2.6721802,96.191315
Lil Unky - What Is I'm On.wav,Hip-hop,4535808,152.027027,48000,0.09926346089,0.5628192,0.087700546,0.21490479,0.011146722,5583.280521,3288757.932,4925.057939,545338.7533,11289.2803,-117.5565,8424.996,71.66344,1288.2672,-5.9906306,761.7758,47.085354,383.19193,-29.979631,333.4838,35.540405,355.39294,-9.034567,217.49103,17.041452,233.12343,-5.4023633,151.96443,24.29184,225.14351,-7.073446,116.47108,13.589795,206.53302,1.8553268,121.19644,10.682309,140.23712,2.8350258,81.76442
Nefertiti by Miles Davis.wav,Jazz,20734464,107.6660156,44100,0.06776635268,0.3803407,0.09397077,0.10058739,0.0028956323,2555.425449,751352.2388,2526.014142,343232.2648,5027.297882,-198.94756,4715.256,150.40613,709.8527,-58.868896,773.92944,47.44675,372.6176,-12.613646,298.14645,18.014587,165.89154,-4.8758035,113.50951,4.7507157,68.38044,6.8165,71.81098,-5.5673227,61.799877,2.964717,59.142822,-6.91138,60.041645,6.340128,63.281544,-5.9056425,50.825443,1.873982,47.680088
One O'Clock Jump - Count Basie.wav,Jazz,8574464,175.78125,48000,0.03091190306,0.3755587,0.09360411,0.10816706,0.0038105673,1316.913927,185972.4691,1628.772029,142189.5592,2505.71057,-248.74403,2870.2913,197.38467,803.52155,-21.532549,1005.3578,3.5036793,146.29353,31.493973,99.26224,-12.832627,140.5657,-2.233492,50.281006,10.104549,53.32206,-10.826609,54.03087,-8.131959,47.94621,-2.973599,40.77981,-10.428378,51.57435,-5.4221487,37.1206,-2.1748703,40.913757,-5.246936,37.541103
"Herbie Hancock - ＂Dolphin Dance＂(Maiden Voyage,1965).wav",Jazz,26576384,122.2826087,48000,0.04566193053,0.34606352,0.09473458,0.11252081,0.0033886787,2486.488786,987482.3805,3078.135388,714344.3089,5289.867861,-198.81645,2741.2468,151.44113,859.11957,-19.475513,647.9185,37.216316,285.71674,-9.289027,257.3659,18.651388,136.24081,-11.01329,93.443016,-3.5711892,83.273346,-0.911305,78.73827,-10.728777,71.36324,-5.5551023,61.584167,-3.5829098,68.64983,0.7796949,70.80726,-2.8417354,60.956432,0.1737794,68.38681
Wynton Kelly Trio (Wes Montgomery)_ Unit 7.wav,Jazz,19328512,108.1730769,48000,0.04143360855,0.3735113,0.09713146,0.10242092,0.002115608,2403.16948,640301.5051,3172.507021,330842.3033,5587.828542,-218.2521,2546.6812,156.29741,563.7277,-12.209479,326.22073,56.06447,345.70947,-16.742918,172.71623,19.13885,96.029945,-6.8541284,89.435265,-8.53871,88.81413,0.18781596,99.63775,-7.1273966,79.246735,-6.30957,65.34162,-0.68993944,66.87468,-6.717712,72.966644,-3.1183178,80.04222,2.2012117,81.06889
Benny Goodman   ＂Don't Be That Way＂.wav,Jazz,8762368,160.7142857,48000,0.05257323135,0.40646952,0.089547984,0.089990504,0.0027581812,2065.294249,454742.4703,2194.976719,133968.1019,4171.097174,-220.48207,7840.821,168.11406,801.5997,-45.481766,1553.5356,44.56679,262.51526,4.484938,263.49048,-7.0445685,90.632095,9.96491,109.78217,-2.242425,74.05792,-0.022288663,72.31916,-3.7234313,76.78688,-3.273145,61.416023,0.34435278,62.99937,-0.5066349,61.970318,1.5583386,63.2186,1.7318712,59.167202
Killer Joe By Art Farmer & Benny Golson Jazztet.wav,Jazz,12003840,110.2941177,48000,0.09493262156,0.35271755,0.089349136,0.051527277,0.00090961304,3777.915416,2234041.782,3938.930779,646792.8337,7957.673017,-246.05177,5067.307,113.22187,1755.5493,-13.566852,384.01846,49.174778,404.68256,-12.787805,200.0798,16.746092,108.72055,-13.036123,103.30982,5.726675,110.16843,-10.156358,138.61134,-5.36911,91.17564,-2.4443703,57.95056,2.718912,118.67411,2.3033493,85.201324,-3.5451856,91.84419,-1.2256707,66.72526
Freddie Hubbard - Red Clay (Complete).wav,Jazz,34941440,140.625,48000,0.05395976811,0.43277746,0.09551842,0.07805029,0.0017334317,2814.810916,1712304.661,3318.897979,797406.1491,6160.328078,-248.22812,9974.257,138.98874,1275.2728,-15.958518,1687.342,57.6951,465.44345,-12.077113,488.57928,27.06213,215.38431,-4.9406724,217.39098,10.397737,119.58663,1.4498382,97.70113,2.157581,79.30558,3.8500412,62.48868,-2.2851343,66.666695,6.3741994,67.48689,-3.6793983,75.66683,6.980692,80.95817
Sarah Vaughan - Lullaby of Birdland.wav,Jazz,11415552,125,48000,0.04421301747,0.41646782,0.109784044,0.086173624,0.0022021811,2258.224608,579219.239,2523.419322,147702.0671,4658.078301,-242.33247,2833.9856,145.38724,796.6016,-41.733524,722.7512,43.59779,277.05884,7.9470744,274.95386,11.853209,138.31027,14.539898,95.541145,-3.1603327,164.69667,9.294089,72.62849,-1.8448293,83.12825,1.371003,96.36974,3.1141598,93.0335,0.63070685,70.627945,-0.38898993,71.5208,-0.605522,62.611404
Dizzy Gillespie - Con Alma (Verve Records 1954).wav,Jazz,14405632,114.7959184,48000,0.03458522333,0.40568158,0.09822451,0.08386497,0.0018202307,2097.473944,530704.271,2885.428495,373193.7848,4004.006624,-255.04242,3655.5493,156.42235,773.7865,-26.071445,699.1698,38.405506,343.59805,13.110703,182.48935,8.802491,71.50663,1.6593251,77.2677,14.450733,70.50231,-4.548456,78.33302,-0.82863915,92.29858,-3.696341,74.75366,0.20875488,68.94385,-3.6789012,72.5233,-3.946998,77.32784,2.6744726,77.28134
Dexter Gordon - Cheese Cake.wav,Jazz,18672640,110.2941177,48000,0.1340376615,0.37555572,0.09119644,0.18475865,0.004446186,6161.53494,3117041.603,5856.045479,650243.6776,13579.32608,-77.69338,3600.0088,81.251076,797.1138,-1.4620402,531.55695,37.529507,126.357735,-5.2166724,90.6758,19.696709,61.790874,-15.75976,67.37207,8.606341,56.704945,-18.043306,75.12778,8.524933,55.28958,-19.966923,74.72615,15.559354,62.41206,-8.844815,60.255615,11.3446045,51.337345,-14.466727,57.226284
Barbados by Charlie Parker.wav,Jazz,7072256,82.72058824,48000,0.03939747091,0.3498412,0.10114089,0.077724345,0.0020605105,1652.914795,250756.1141,1841.307462,238536.4783,3079.976609,-270.87216,2878.023,183.26555,789.91003,-41.515366,894.17145,13.126375,410.646,15.283485,131.28815,-0.7503025,114.63461,4.515977,72.45886,4.064389,71.03853,2.5161827,64.16878,-1.7984514,56.971676,3.9850092,60.81518,-1.3868827,56.065353,-1.4308008,47.89343,3.646053,53.739548,0.7351786,74.42579
"Groovin High - Charlie Parker, Dizzy Gillespie.wav",Jazz,15047168,175.78125,48000,0.0652189834,0.3941098,0.10459339,0.11031491,0.003595304,2614.561895,449892.1038,2451.385847,107949.2006,5325.897946,-211.32954,2807.352,138.78743,531.8203,-53.540047,917.0468,60.166412,515.6492,4.369245,121.73635,3.1738129,73.742516,23.895363,63.96252,-8.489711,71.943924,5.5297527,79.27451,-4.704878,60.496914,0.3375597,74.49206,-1.1368729,70.07051,-9.729279,78.01788,4.479367,105.67653,-5.0102077,95.52305
Milt Jackson - Bags Groove.wav,Jazz,8746496,87.890625,48000,0.04132935063,0.31226107,0.09777404,0.20454428,0.010847739,2015.932442,435370.8915,2527.905329,267344.4017,4182.186183,-168.4204,3608.2236,156.7299,591.658,-20.701237,712.20654,44.034122,365.25848,-3.3580527,210.46936,1.5404396,126.197556,9.808155,136.4338,-1.3090477,140.71332,-8.652042,137.88599,-1.9754694,81.23859,2.0227878,68.293144,-0.9259339,85.3892,3.461806,97.45442,1.1135938,104.12338,4.9219394,88.33287
Wes Montgomery - Bumpin' On Sunset.wav,Jazz,13818368,108.1730769,48000,0.02337772449,0.42737353,0.099806845,0.104709655,0.0041620056,1569.372659,644752.4261,2432.967453,406318.444,3230.74171,-280.4374,4961.1514,160.777,768.53827,14.707056,730.3262,52.83492,445.83667,-3.1082187,187.07008,17.906345,71.14382,7.2594166,74.95243,-9.509923,79.02977,6.6262975,62.016052,-6.3322835,65.74969,4.860092,60.7971,-5.5910764,66.72605,-3.3573153,66.25023,-2.2776928,48.598602,-10.311469,60.13826
Wayne Shorter - Speak No Evil.wav,Jazz,23935488,140.625,48000,0.07377915169,0.3696894,0.093285605,0.15848441,0.005152405,3376.002614,1184501.594,3626.13179,574830.6836,7300.295455,-130.98547,3375.2053,131.2422,749.6295,-33.37638,588.0054,48.89274,261.09952,-18.076157,119.61176,27.121635,112.632126,-16.640263,96.09054,5.513853,110.69551,-5.91225,111.1964,-5.5122933,116.66432,-1.9854783,93.870865,-2.1393328,100.18881,3.010092,99.59353,-1.4154361,91.08767,5.632643,84.944016
Kenny Burrell - Chitlins Con Carne.wav,Jazz,15608320,130.8139535,48000,0.04528911504,0.46989653,0.100737564,0.07245842,0.0019603386,3423.903113,2385737.49,4589.999529,1202463.544,8100.639177,-266.50272,6924.732,115.74255,1140.5464,15.867377,778.4065,41.50657,318.82983,6.0987134,192.63934,26.675491,107.89939,-5.492831,118.607666,8.774413,84.40554,-0.4620994,113.78666,5.749399,63.41154,-10.223995,70.22649,7.5778513,78.43765,-8.82651,68.55244,5.934383,72.913055,0.25361767,75.68641
Charlie Parker- Confirmation.wav,Jazz,8544768,104.1666667,48000,0.06289427636,0.41306272,0.09298677,0.16045806,0.004522984,2872.929563,503247.1483,3007.488992,294858.9206,6016.323397,-147.53429,4832.471,147.03102,498.77383,-49.907257,784.2299,68.10777,190.32346,-12.697667,176.36905,17.654476,201.63991,1.6078106,124.79663,5.339563,106.88148,-3.806226,80.299324,5.6240892,68.24611,-0.68066597,58.375107,-0.5921583,51.252132,5.5170956,62.649754,-10.017528,69.97328,11.82071,105.087364
Miles Davis - Walkin'.wav,Jazz,38475776,127.8409091,48000,0.05949343296,0.4003491,0.094971836,0.15553276,0.005284146,3261.049592,1197166.323,3691.919266,564046.8883,7013.436639,-151.13756,3526.4768,126.61111,961.5201,-20.98746,813.5338,48.523754,466.99704,-22.991194,190.02446,21.183052,126.848045,-0.63513494,106.846985,7.96767,89.73658,-3.1674852,84.73086,2.3631802,67.78412,-1.7431289,89.34836,1.4421425,57.228027,-5.3332896,65.558586,-0.7816467,65.31059,0.5848771,73.339485
